Simulated Trades
Date | Company | Action | Price
11492 | QCOM | BUY | $65.49
11493 | QCOM | SELL | $64.10
11513 | QCOM | BUY | $53.87
11514 | QCOM | SELL | $52.88
11537 | QCOM | BUY | $50.45
11538 | QCOM | SELL | $50.03
11539 | QCOM | BUY | $52.05
11557 | QCOM | SELL | $52.29
11558 | QCOM | BUY | $52.70
11580 | QCOM | SELL | $54.79
11581 | QCOM | BUY | $55.45
11582 | QCOM | SELL | $54.95
11597 | QCOM | BUY | $57.49
11617 | QCOM | SELL | $55.32
11639 | QCOM | BUY | $55.35
11661 | QCOM | BUY | $58.64
11664 | QCOM | SELL | $56.73
11668 | QCOM | BUY | $57.01
11680 | QCOM | SELL | $54.00
11687 | QCOM | BUY | $53.15
11704 | QCOM | SELL | $65.53
11721 | QCOM | BUY | $68.47
11725 | QCOM | SELL | $67.45
11741 | QCOM | BUY | $66.88
11746 | QCOM | SELL | $66.73
11749 | QCOM | BUY | $68.34
11763 | QCOM | SELL | $66.06
11765 | QCOM | BUY | $67.25
11768 | QCOM | SELL | $66.84
11789 | QCOM | BUY | $63.09
11805 | QCOM | SELL | $61.71
11810 | QCOM | BUY | $62.00
11811 | QCOM | SELL | $60.98
11814 | QCOM | BUY | $61.85
11828 | QCOM | SELL | $54.62
11834 | QCOM | BUY | $53.00
11855 | QCOM | SELL | $54.88
11877 | QCOM | BUY | $51.11
11891 | QCOM | SELL | $50.82
11892 | QCOM | BUY | $51.00
11893 | QCOM | SELL | $50.56
11895 | QCOM | BUY | $50.62
11896 | QCOM | SELL | $50.07
11897 | QCOM | BUY | $50.65
11918 | QCOM | SELL | $52.38
11919 | QCOM | BUY | $52.85
11920 | QCOM | SELL | $52.11
11935 | QCOM | BUY | $43.89
11939 | QCOM | SELL | $43.15
11940 | QCOM | BUY | $46.11
11956 | QCOM | SELL | $46.14
11957 | QCOM | BUY | $48.64
11973 | QCOM | SELL | $47.46
11976 | QCOM | BUY | $49.48
11981 | QCOM | SELL | $49.30
11993 | QCOM | BUY | $52.58
11998 | QCOM | SELL | $51.07
11999 | QCOM | BUY | $60.26
12016 | QCOM | SELL | $57.79
12038 | QCOM | BUY | $55.33
12039 | QCOM | SELL | $54.32
12040 | QCOM | BUY | $55.20
12041 | QCOM | SELL | $54.29
12042 | QCOM | BUY | $55.55
12044 | QCOM | SELL | $55.02
12058 | QCOM | BUY | $62.58
12081 | QCOM | SELL | $62.73
12084 | QCOM | BUY | $62.80
12122 | QCOM | SELL | $68.78
12124 | QCOM | BUY | $69.41
12125 | QCOM | SELL | $68.43
12128 | QCOM | BUY | $69.06
12146 | QCOM | SELL | $67.26
12149 | QCOM | BUY | $67.97
12169 | QCOM | SELL | $70.93
12172 | QCOM | BUY | $72.66
12183 | QCOM | SELL | $70.39
12205 | QCOM | BUY | $73.57
12209 | QCOM | SELL | $72.88
12210 | QCOM | BUY | $73.93
12224 | QCOM | SELL | $70.58
12227 | QCOM | BUY | $73.00
12232 | QCOM | SELL | $73.32
12249 | QCOM | BUY | $70.58
12268 | QCOM | SELL | $71.22
12270 | QCOM | BUY | $75.19
12271 | QCOM | SELL | $73.51
12272 | QCOM | BUY | $74.72
12274 | QCOM | SELL | $73.66
12288 | QCOM | BUY | $75.33
12293 | QCOM | SELL | $75.81
12316 | QCOM | BUY | $73.26
12317 | QCOM | SELL | $72.55
12332 | QCOM | BUY | $79.60
12338 | QCOM | SELL | $80.17
12355 | QCOM | BUY | $79.95
12357 | QCOM | SELL | $79.66
12358 | QCOM | BUY | $79.92
12374 | QCOM | SELL | $79.97
12379 | QCOM | BUY | $79.56
12380 | QCOM | SELL | $78.99
12396 | QCOM | BUY | $79.93
12398 | QCOM | SELL | $78.08
12400 | QCOM | BUY | $80.55
12416 | QCOM | SELL | $76.97
12420 | QCOM | BUY | $77.00
12421 | QCOM | SELL | $76.67
12435 | QCOM | BUY | $76.42
12436 | QCOM | SELL | $75.62
12442 | QCOM | BUY | $73.32
12460 | QCOM | SELL | $73.24
12463 | QCOM | BUY | $73.32
12476 | QCOM | SELL | $72.73
12477 | QCOM | BUY | $73.01
12481 | QCOM | SELL | $73.23
12484 | QCOM | BUY | $73.44
12497 | QCOM | SELL | $68.51
12501 | QCOM | BUY | $69.74
12519 | QCOM | SELL | $67.55
12523 | QCOM | BUY | $67.19
12527 | QCOM | SELL | $67.49
12540 | QCOM | BUY | $68.81
12544 | QCOM | SELL | $68.02
12567 | QCOM | BUY | $66.25
12569 | QCOM | SELL | $65.27
5026 | SBUX | BUY | $34.09
5022 | SBUX | SELL | $35.64
5013 | SBUX | BUY | $36.32
5012 | SBUX | SELL | $35.92
5007 | SBUX | BUY | $35.36
5003 | SBUX | SELL | $35.08
4991 | SBUX | BUY | $37.78
4986 | SBUX | SELL | $38.06
4984 | SBUX | BUY | $38.27
4969 | SBUX | SELL | $38.35
4968 | SBUX | BUY | $39.02
4962 | SBUX | SELL | $39.52
4961 | SBUX | BUY | $39.98
4960 | SBUX | SELL | $39.35
4959 | SBUX | BUY | $39.81
4945 | SBUX | SELL | $40.27
4942 | SBUX | BUY | $40.77
4927 | SBUX | SELL | $38.17
4924 | SBUX | BUY | $38.84
4917 | SBUX | SELL | $39.27
4900 | SBUX | BUY | $37.49
4898 | SBUX | SELL | $36.95
4886 | SBUX | BUY | $37.34
4883 | SBUX | SELL | $36.66
4877 | SBUX | BUY | $36.09
4876 | SBUX | SELL | $35.48
4867 | SBUX | BUY | $37.22
4860 | SBUX | SELL | $37.88
4841 | SBUX | BUY | $35.24
4839 | SBUX | SELL | $35.20
4838 | SBUX | BUY | $35.55
4836 | SBUX | SELL | $35.47
4825 | SBUX | BUY | $35.58
4824 | SBUX | SELL | $35.09
4822 | SBUX | BUY | $35.47
4820 | SBUX | SELL | $35.12
4818 | SBUX | BUY | $35.70
4792 | SBUX | SELL | $38.69
4783 | SBUX | BUY | $39.28
4780 | SBUX | SELL | $38.62
4777 | SBUX | BUY | $39.37
4774 | SBUX | SELL | $39.37
4758 | SBUX | BUY | $38.80
4755 | SBUX | SELL | $38.73
4753 | SBUX | BUY | $38.98
4749 | SBUX | SELL | $38.91
4735 | SBUX | BUY | $38.03
4734 | SBUX | SELL | $37.30
4732 | SBUX | BUY | $37.66
4731 | SBUX | SELL | $37.06
4730 | SBUX | BUY | $37.59
4719 | SBUX | SELL | $36.09
4715 | SBUX | BUY | $36.77
4705 | SBUX | SELL | $37.78
4696 | SBUX | BUY | $38.95
4692 | SBUX | SELL | $38.91
4691 | SBUX | BUY | $39.10
4674 | SBUX | SELL | $39.56
4673 | SBUX | BUY | $40.22
4672 | SBUX | SELL | $40.02
4670 | SBUX | BUY | $40.27
4656 | SBUX | SELL | $40.44
4652 | SBUX | BUY | $40.61
4644 | SBUX | SELL | $43.77
4634 | SBUX | BUY | $45.79
4625 | SBUX | SELL | $46.74
4614 | SBUX | BUY | $47.02
4607 | SBUX | SELL | $47.88
4604 | SBUX | BUY | $47.99
4603 | SBUX | SELL | $47.35
4595 | SBUX | BUY | $48.50
4591 | SBUX | SELL | $47.62
4589 | SBUX | BUY | $48.37
4583 | SBUX | SELL | $50.65
4572 | SBUX | BUY | $50.55
4565 | SBUX | SELL | $50.84
4564 | SBUX | BUY | $51.59
4544 | SBUX | SELL | $53.71
4543 | SBUX | BUY | $54.07
4541 | SBUX | SELL | $53.55
4532 | SBUX | BUY | $55.70
4509 | SBUX | SELL | $56.85
4507 | SBUX | BUY | $57.74
4504 | SBUX | SELL | $55.81
4500 | SBUX | BUY | $53.96
4484 | SBUX | SELL | $56.84
4483 | SBUX | BUY | $57.54
4482 | SBUX | SELL | $57.12
4481 | SBUX | BUY | $57.79
4478 | SBUX | SELL | $55.77
4467 | SBUX | BUY | $60.16
4455 | SBUX | SELL | $62.50
4441 | SBUX | BUY | $61.80
4437 | SBUX | SELL | $61.96
4436 | SBUX | BUY | $62.19
4435 | SBUX | SELL | $62.18
4418 | SBUX | BUY | $59.99
4412 | SBUX | SELL | $60.03
4399 | SBUX | BUY | $59.03
4397 | SBUX | SELL | $57.71
4396 | SBUX | BUY | $58.61
4395 | SBUX | SELL | $57.63
4394 | SBUX | BUY | $59.28
4382 | SBUX | SELL | $56.41
4378 | SBUX | BUY | $58.87
4374 | SBUX | SELL | $58.34
4363 | SBUX | BUY | $58.65
4358 | SBUX | SELL | $59.10
4354 | SBUX | BUY | $58.96
4336 | SBUX | SELL | $60.64
4313 | SBUX | BUY | $55.44
4309 | SBUX | SELL | $54.89
4299 | SBUX | BUY | $55.57
4296 | SBUX | SELL | $55.31
4294 | SBUX | BUY | $55.81
4291 | SBUX | SELL | $54.68
4288 | SBUX | BUY | $56.74
4276 | SBUX | SELL | $56.92
4274 | SBUX | BUY | $57.54
4269 | SBUX | SELL | $57.85
4268 | SBUX | BUY | $58.21
4267 | SBUX | SELL | $58.05
4251 | SBUX | BUY | $55.85
4246 | SBUX | SELL | $56.80
4230 | SBUX | BUY | $53.98
4226 | SBUX | SELL | $54.19
4223 | SBUX | BUY | $54.14
4214 | SBUX | SELL | $52.95
4210 | SBUX | BUY | $53.15
4205 | SBUX | SELL | $53.63
4192 | SBUX | BUY | $54.22
4170 | SBUX | SELL | $57.71
4151 | SBUX | BUY | $57.85
4147 | SBUX | SELL | $57.66
4145 | SBUX | BUY | $58.44
4142 | SBUX | SELL | $56.12
4130 | SBUX | BUY | $56.58
4123 | SBUX | SELL | $57.48
4108 | SBUX | BUY | $55.78
4089 | SBUX | SELL | $57.51
4088 | SBUX | BUY | $58.08
4079 | SBUX | SELL | $60.06
4064 | SBUX | BUY | $61.36
4048 | SBUX | SELL | $60.92
4044 | SBUX | BUY | $60.90
4043 | SBUX | SELL | $59.86
4026 | SBUX | BUY | $58.76
4025 | SBUX | SELL | $58.33
4019 | SBUX | BUY | $58.55
4018 | SBUX | SELL | $57.94
4017 | SBUX | BUY | $59.50
4016 | SBUX | SELL | $54.00
4000 | SBUX | BUY | $53.15
3994 | SBUX | SELL | $54.10
3993 | SBUX | BUY | $54.52
3984 | SBUX | SELL | $54.29
3983 | SBUX | BUY | $54.53
3976 | SBUX | SELL | $54.95
3975 | SBUX | BUY | $55.13
3974 | SBUX | SELL | $54.99
3962 | SBUX | BUY | $55.72
3960 | SBUX | SELL | $54.51
3959 | SBUX | BUY | $55.21
3957 | SBUX | SELL | $54.57
3953 | SBUX | BUY | $54.91
3936 | SBUX | SELL | $56.81
3935 | SBUX | BUY | $57.26
3933 | SBUX | SELL | $56.80
3930 | SBUX | BUY | $57.51
3918 | SBUX | SELL | $58.29
3910 | SBUX | BUY | $57.81
3893 | SBUX | SELL | $60.83
3877 | SBUX | BUY | $56.58
3875 | SBUX | SELL | $55.97
3872 | SBUX | BUY | $56.14
3856 | SBUX | SELL | $58.30
3849 | SBUX | BUY | $57.90
3834 | SBUX | SELL | $59.22
3829 | SBUX | BUY | $59.38
3827 | SBUX | SELL | $57.57
3814 | SBUX | BUY | $57.20
3811 | SBUX | SELL | $56.96
3810 | SBUX | BUY | $57.49
3807 | SBUX | SELL | $57.23
3795 | SBUX | BUY | $57.02
3791 | SBUX | SELL | $52.22
3775 | SBUX | BUY | $51.62
3770 | SBUX | SELL | $50.91
3769 | SBUX | BUY | $51.19
3754 | SBUX | SELL | $51.81
3753 | SBUX | BUY | $52.59
3747 | SBUX | SELL | $52.82
3743 | SBUX | BUY | $53.05
3721 | SBUX | SELL | $56.84
3709 | SBUX | BUY | $57.81
3704 | SBUX | SELL | $58.81
3702 | SBUX | BUY | $58.96
3701 | SBUX | SELL | $58.07
3699 | SBUX | BUY | $58.59
3698 | SBUX | SELL | $58.27
3689 | SBUX | BUY | $67.41
3684 | SBUX | SELL | $67.18
3679 | SBUX | BUY | $66.82
3668 | SBUX | SELL | $65.34
3661 | SBUX | BUY | $63.08
3649 | SBUX | SELL | $63.37
3648 | SBUX | BUY | $64.08
3647 | SBUX | SELL | $63.77
3646 | SBUX | BUY | $64.28
3642 | SBUX | SELL | $64.74
3641 | SBUX | BUY | $67.09
3624 | SBUX | SELL | $70.39
3623 | SBUX | BUY | $70.70
3619 | SBUX | SELL | $70.15
3608 | SBUX | BUY | $70.74
3582 | SBUX | SELL | $75.40
3581 | SBUX | BUY | $75.99
3567 | SBUX | SELL | $76.68
3565 | SBUX | BUY | $77.76
3562 | SBUX | SELL | $76.66
3555 | SBUX | BUY | $76.17
3538 | SBUX | SELL | $83.65
3537 | SBUX | BUY | $84.25
3536 | SBUX | SELL | $83.38
3534 | SBUX | BUY | $83.83
3520 | SBUX | SELL | $90.30
3519 | SBUX | BUY | $90.92
3518 | SBUX | SELL | $90.11
3516 | SBUX | BUY | $90.98
3512 | SBUX | SELL | $94.69
3500 | SBUX | BUY | $96.52
3498 | SBUX | SELL | $95.63
3497 | SBUX | BUY | $96.32
3495 | SBUX | SELL | $94.70
3494 | SBUX | BUY | $96.50
3490 | SBUX | SELL | $96.56
3477 | SBUX | BUY | $91.56
3476 | SBUX | SELL | $90.07
3450 | SBUX | BUY | $83.60
3438 | SBUX | SELL | $83.94
3437 | SBUX | BUY | $84.38
3436 | SBUX | SELL | $84.21
3430 | SBUX | BUY | $83.75
3411 | SBUX | SELL | $88.23
3410 | SBUX | BUY | $88.52
3409 | SBUX | SELL | $88.08
3398 | SBUX | BUY | $91.08
3392 | SBUX | SELL | $92.53
3391 | SBUX | BUY | $93.75
3390 | SBUX | SELL | $92.03
3376 | SBUX | BUY | $89.92
3372 | SBUX | SELL | $88.60
3352 | SBUX | BUY | $61.41
3351 | SBUX | SELL | $58.03
3349 | SBUX | BUY | $64.88
3344 | SBUX | SELL | $65.74
3336 | SBUX | BUY | $71.76
3330 | SBUX | SELL | $72.72
3329 | SBUX | BUY | $77.45
3328 | SBUX | SELL | $75.15
3327 | SBUX | BUY | $75.58
3323 | SBUX | SELL | $76.73
3311 | SBUX | BUY | $76.23
3303 | SBUX | SELL | $77.99
3281 | SBUX | BUY | $73.59
3273 | SBUX | SELL | $72.65
3271 | SBUX | BUY | $75.61
3265 | SBUX | SELL | $75.36
3264 | SBUX | BUY | $75.78
3262 | SBUX | SELL | $74.64
3261 | SBUX | BUY | $77.42
3246 | SBUX | SELL | $77.63
3243 | SBUX | BUY | $78.68
3226 | SBUX | SELL | $86.75
3220 | SBUX | BUY | $84.30
3205 | SBUX | SELL | $88.52
3201 | SBUX | BUY | $89.36
3197 | SBUX | SELL | $87.17
3185 | SBUX | BUY | $95.56
3180 | SBUX | SELL | $97.01
3178 | SBUX | BUY | $98.30
3161 | SBUX | SELL | $103.28
3156 | SBUX | BUY | $104.34
3145 | SBUX | SELL | $102.89
3141 | SBUX | BUY | $105.46
3138 | SBUX | SELL | $103.45
3137 | SBUX | BUY | $104.69
3136 | SBUX | SELL | $97.87
3123 | SBUX | BUY | $106.15
3119 | SBUX | SELL | $101.81
3117 | SBUX | BUY | $104.38
3101 | SBUX | SELL | $107.62
3096 | SBUX | BUY | $107.35
3079 | SBUX | SELL | $116.27
3076 | SBUX | BUY | $117.56
3075 | SBUX | SELL | $115.92
3057 | SBUX | BUY | $111.41
3041 | SBUX | SELL | $112.45
3035 | SBUX | BUY | $111.85
3029 | SBUX | SELL | $111.81
3021 | SBUX | BUY | $119.55
3017 | SBUX | SELL | $115.32
3015 | SBUX | BUY | $119.27
3010 | SBUX | SELL | $122.41
2991 | SBUX | BUY | $115.08
2989 | SBUX | SELL | $114.32
2988 | SBUX | BUY | $115.12
2976 | SBUX | SELL | $114.64
2971 | SBUX | BUY | $113.07
2967 | SBUX | SELL | $111.71
2955 | SBUX | BUY | $111.87
2946 | SBUX | SELL | $113.51
2932 | SBUX | BUY | $112.23
2929 | SBUX | SELL | $110.78
2927 | SBUX | BUY | $113.58
2925 | SBUX | SELL | $110.66
2914 | SBUX | BUY | $115.56
2911 | SBUX | SELL | $113.59
2907 | SBUX | BUY | $111.74
2892 | SBUX | SELL | $102.40
2886 | SBUX | BUY | $98.10
2884 | SBUX | SELL | $95.58
2882 | SBUX | BUY | $97.21
2871 | SBUX | SELL | $93.65
2863 | SBUX | BUY | $92.58
2852 | SBUX | SELL | $79.29
2850 | SBUX | BUY | $87.41
2847 | SBUX | SELL | $86.86
2846 | SBUX | BUY | $87.89
2845 | SBUX | SELL | $86.22
2843 | SBUX | BUY | $87.45
2830 | SBUX | SELL | $80.92
2820 | SBUX | BUY | $76.58
2819 | SBUX | SELL | $74.64
2809 | SBUX | BUY | $75.60
2808 | SBUX | SELL | $72.42
2804 | SBUX | BUY | $73.39
2801 | SBUX | SELL | $72.48
2800 | SBUX | BUY | $74.49
2789 | SBUX | SELL | $72.36
2784 | SBUX | BUY | $72.96
2778 | SBUX | SELL | $76.43
2769 | SBUX | BUY | $77.92
2761 | SBUX | SELL | $81.50
2759 | SBUX | BUY | $82.96
2742 | SBUX | SELL | $86.92
2738 | SBUX | BUY | $87.39
2737 | SBUX | SELL | $84.06
2726 | SBUX | BUY | $87.84
2721 | SBUX | SELL | $90.79
2715 | SBUX | BUY | $87.11
2713 | SBUX | SELL | $84.26
2704 | SBUX | BUY | $89.37
2703 | SBUX | SELL | $86.37
2702 | SBUX | BUY | $88.90
2700 | SBUX | SELL | $87.52
2698 | SBUX | BUY | $88.61
2697 | SBUX | SELL | $83.76
2693 | SBUX | BUY | $87.10
2673 | SBUX | SELL | $98.66
2671 | SBUX | BUY | $102.20
2660 | SBUX | SELL | $99.99
2654 | SBUX | BUY | $98.27
2638 | SBUX | SELL | $104.26
2636 | SBUX | BUY | $106.21
2621 | SBUX | SELL | $108.52
2619 | SBUX | BUY | $109.00
2618 | SBUX | SELL | $107.54
2599 | SBUX | BUY | $100.43
2598 | SBUX | SELL | $98.70
2597 | SBUX | BUY | $99.85
2595 | SBUX | SELL | $99.12
2591 | SBUX | BUY | $98.72
2576 | SBUX | SELL | $107.16
2574 | SBUX | BUY | $108.19
2558 | SBUX | SELL | $106.64
2538 | SBUX | BUY | $99.26
2532 | SBUX | SELL | $100.85
2527 | SBUX | BUY | $98.68
2520 | SBUX | SELL | $100.09
2524 | SBUX | BUY | $98.46
2540 | SBUX | SELL | $97.96
2541 | SBUX | BUY | $99.15
2542 | SBUX | SELL | $97.92
2544 | SBUX | BUY | $99.93
2546 | SBUX | SELL | $97.52
2559 | SBUX | BUY | $106.12
2565 | SBUX | SELL | $104.72
2567 | SBUX | BUY | $114.46
2581 | SBUX | SELL | $105.60
2587 | SBUX | BUY | $104.85
2603 | SBUX | SELL | $99.38
2605 | SBUX | BUY | $102.50
2609 | SBUX | SELL | $103.01
2622 | SBUX | BUY | $107.09
2626 | SBUX | SELL | $105.02
2628 | SBUX | BUY | $109.15
2642 | SBUX | SELL | $105.85
2646 | SBUX | BUY | $106.69
2647 | SBUX | SELL | $104.43
2665 | SBUX | BUY | $103.74
2666 | SBUX | SELL | $101.87
2668 | SBUX | BUY | $103.55
2683 | SBUX | SELL | $97.38
2706 | SBUX | BUY | $86.21
2712 | SBUX | SELL | $85.62
2727 | SBUX | BUY | $89.07
2731 | SBUX | SELL | $84.52
2747 | SBUX | BUY | $88.31
2750 | SBUX | SELL | $84.84
2753 | SBUX | BUY | $86.88
2755 | SBUX | SELL | $83.71
2774 | SBUX | BUY | $78.86
2790 | SBUX | SELL | $75.67
2791 | SBUX | BUY | $78.91
2797 | SBUX | SELL | $76.28
2813 | SBUX | BUY | $73.49
2817 | SBUX | SELL | $74.33
2831 | SBUX | BUY | $79.79
2853 | SBUX | SELL | $82.73
2854 | SBUX | BUY | $87.16
2856 | SBUX | SELL | $84.00
2858 | SBUX | BUY | $90.03
2876 | SBUX | SELL | $95.19
2878 | SBUX | BUY | $95.94
2919 | SBUX | SELL | $113.36
2934 | SBUX | BUY | $111.72
2940 | SBUX | SELL | $112.16
2959 | SBUX | BUY | $111.22
2962 | SBUX | SELL | $110.85
2964 | SBUX | BUY | $112.92
2982 | SBUX | SELL | $115.79
2985 | SBUX | BUY | $117.45
2999 | SBUX | SELL | $115.75
3002 | SBUX | BUY | $117.94
3022 | SBUX | SELL | $118.46
3047 | SBUX | BUY | $111.99
3048 | SBUX | SELL | $111.12
3049 | SBUX | BUY | $113.00
3063 | SBUX | SELL | $109.79
3064 | SBUX | BUY | $113.55
3068 | SBUX | SELL | $113.48
3070 | SBUX | BUY | $115.72
3085 | SBUX | SELL | $113.81
3112 | SBUX | BUY | $106.22
3124 | SBUX | SELL | $105.30
3127 | SBUX | BUY | $106.22
3130 | SBUX | SELL | $103.64
3146 | SBUX | BUY | $102.82
3151 | SBUX | SELL | $103.44
3167 | SBUX | BUY | $105.39
3168 | SBUX | SELL | $100.40
3171 | SBUX | BUY | $102.28
3172 | SBUX | SELL | $100.11
3189 | SBUX | BUY | $95.88
3190 | SBUX | SELL | $90.65
3209 | SBUX | BUY | $90.78
3212 | SBUX | SELL | $88.45
3234 | SBUX | BUY | $86.27
3237 | SBUX | SELL | $86.05
3278 | SBUX | BUY | $75.44
3279 | SBUX | SELL | $73.78
3293 | SBUX | BUY | $76.38
3294 | SBUX | SELL | $72.57
3295 | SBUX | BUY | $79.01
3299 | SBUX | SELL | $78.74
3317 | SBUX | BUY | $77.87
3318 | SBUX | SELL | $76.00
3322 | SBUX | BUY | $73.79
3338 | SBUX | SELL | $71.57
3358 | SBUX | BUY | $68.30
3380 | SBUX | SELL | $86.42
3382 | SBUX | BUY | $87.56
3384 | SBUX | SELL | $86.01
3399 | SBUX | BUY | $90.16
3402 | SBUX | SELL | $87.86
3405 | SBUX | BUY | $89.35
3418 | SBUX | SELL | $88.21
3443 | SBUX | BUY | $82.99
3444 | SBUX | SELL | $81.89
3445 | SBUX | BUY | $82.37
3464 | SBUX | SELL | $84.91
3465 | SBUX | BUY | $85.85
3467 | SBUX | SELL | $84.67
3469 | SBUX | BUY | $86.51
3504 | SBUX | SELL | $94.91
3505 | SBUX | BUY | $96.30
3507 | SBUX | SELL | $95.22
3510 | SBUX | BUY | $95.51
3525 | SBUX | SELL | $89.77
3531 | SBUX | BUY | $87.79
3532 | SBUX | SELL | $85.51
3570 | SBUX | BUY | $78.05
3572 | SBUX | SELL | $78.06
3573 | SBUX | BUY | $78.05
3574 | SBUX | SELL | $77.47
3614 | SBUX | BUY | $71.27
3617 | SBUX | SELL | $70.85
3657 | SBUX | BUY | $64.32
3693 | SBUX | SELL | $68.16
3714 | SBUX | BUY | $57.71
3716 | SBUX | SELL | $55.76
3759 | SBUX | BUY | $52.07
3761 | SBUX | SELL | $51.68
3797 | SBUX | BUY | $56.48
3802 | SBUX | SELL | $55.68
3803 | SBUX | BUY | $57.07
3820 | SBUX | SELL | $57.04
3821 | SBUX | BUY | $57.67
3824 | SBUX | SELL | $56.13
3826 | SBUX | BUY | $58.13
3842 | SBUX | SELL | $58.70
3844 | SBUX | BUY | $59.14
3845 | SBUX | SELL | $58.83
3861 | SBUX | BUY | $59.40
3863 | SBUX | SELL | $57.47
3884 | SBUX | BUY | $55.61
3904 | SBUX | SELL | $59.31
3905 | SBUX | BUY | $59.61
3906 | SBUX | SELL | $58.93
3921 | SBUX | BUY | $59.27
3923 | SBUX | SELL | $58.61
3924 | SBUX | BUY | $59.14
3927 | SBUX | SELL | $58.76
3944 | SBUX | BUY | $57.91
3945 | SBUX | SELL | $57.22
3963 | SBUX | BUY | $55.97
3966 | SBUX | SELL | $55.02
3986 | SBUX | BUY | $54.02
3987 | SBUX | SELL | $53.49
3989 | SBUX | BUY | $54.31
4006 | SBUX | SELL | $53.18
4009 | SBUX | BUY | $54.52
4014 | SBUX | SELL | $54.73
4028 | SBUX | BUY | $58.54
4032 | SBUX | SELL | $57.60
4033 | SBUX | BUY | $57.94
4056 | SBUX | SELL | $63.75
4073 | SBUX | BUY | $60.94
4075 | SBUX | SELL | $60.83
4094 | SBUX | BUY | $57.92
4113 | SBUX | SELL | $54.53
4116 | SBUX | BUY | $56.20
4132 | SBUX | SELL | $56.22
4136 | SBUX | BUY | $55.73
4137 | SBUX | SELL | $55.06
4152 | SBUX | BUY | $58.03
4156 | SBUX | SELL | $57.13
4173 | SBUX | BUY | $58.77
4177 | SBUX | SELL | $57.44
4180 | SBUX | BUY | $58.51
4193 | SBUX | SELL | $53.93
4197 | SBUX | BUY | $54.49
4198 | SBUX | SELL | $52.75
4215 | SBUX | BUY | $53.16
4219 | SBUX | SELL | $53.14
4220 | SBUX | BUY | $53.35
4257 | SBUX | SELL | $55.47
4262 | SBUX | BUY | $55.90
4263 | SBUX | SELL | $55.42
4264 | SBUX | BUY | $55.94
4281 | SBUX | SELL | $56.32
4285 | SBUX | BUY | $56.77
4301 | SBUX | SELL | $54.87
4305 | SBUX | BUY | $55.59
4306 | SBUX | SELL | $54.61
4321 | SBUX | BUY | $56.30
4325 | SBUX | SELL | $56.31
4329 | SBUX | BUY | $57.36
4348 | SBUX | SELL | $60.04
4350 | SBUX | BUY | $61.02
4364 | SBUX | SELL | $57.59
4368 | SBUX | BUY | $58.00
4383 | SBUX | SELL | $55.86
4389 | SBUX | BUY | $58.29
4405 | SBUX | SELL | $59.46
4409 | SBUX | BUY | $58.13
4430 | SBUX | SELL | $61.75
4433 | SBUX | BUY | $61.37
4448 | SBUX | SELL | $61.34
4449 | SBUX | BUY | $61.97
4453 | SBUX | SELL | $62.24
4495 | SBUX | BUY | $55.26
4496 | SBUX | SELL | $53.50
4510 | SBUX | BUY | $56.38
4533 | SBUX | SELL | $54.57
4537 | SBUX | BUY | $54.30
4539 | SBUX | SELL | $53.89
4557 | SBUX | BUY | $52.19
4558 | SBUX | SELL | $51.72
4559 | SBUX | BUY | $52.12
4560 | SBUX | SELL | $51.73
4561 | SBUX | BUY | $52.22
4574 | SBUX | SELL | $49.71
4579 | SBUX | BUY | $49.41
4596 | SBUX | SELL | $48.17
4619 | SBUX | BUY | $46.52
4620 | SBUX | SELL | $46.11
4621 | SBUX | BUY | $46.81
4635 | SBUX | SELL | $45.91
4663 | SBUX | BUY | $40.72
4682 | SBUX | SELL | $40.66
4724 | SBUX | BUY | $37.57
4726 | SBUX | SELL | $37.23
4740 | SBUX | BUY | $37.73
4746 | SBUX | SELL | $38.58
4748 | SBUX | BUY | $38.74
4765 | SBUX | SELL | $38.35
4768 | SBUX | BUY | $38.77
4769 | SBUX | SELL | $38.49
4784 | SBUX | BUY | $39.30
4788 | SBUX | SELL | $39.34
4789 | SBUX | BUY | $39.53
4790 | SBUX | SELL | $39.09
4808 | SBUX | BUY | $37.66
4809 | SBUX | SELL | $37.36
4831 | SBUX | BUY | $35.46
4846 | SBUX | SELL | $34.37
4848 | SBUX | BUY | $36.24
4850 | SBUX | SELL | $35.22
4851 | SBUX | BUY | $35.77
4870 | SBUX | SELL | $36.78
4887 | SBUX | BUY | $36.95
4891 | SBUX | SELL | $36.18
4909 | SBUX | BUY | $38.84
4913 | SBUX | SELL | $38.09
4915 | SBUX | BUY | $38.59
4928 | SBUX | SELL | $38.24
4930 | SBUX | BUY | $38.69
4952 | SBUX | SELL | $39.53
4953 | SBUX | BUY | $40.56
4955 | SBUX | SELL | $40.19
4975 | SBUX | BUY | $38.43
4992 | SBUX | SELL | $37.84
5014 | SBUX | BUY | $36.47
5017 | SBUX | SELL | $36.09
5018 | SBUX | BUY | $36.40
20083 | TSLA | BUY | $11.86
20066 | TSLA | SELL | $11.98
20062 | TSLA | BUY | $12.23
20061 | TSLA | SELL | $11.51
20058 | TSLA | BUY | $11.54
20057 | TSLA | SELL | $11.31
20034 | TSLA | BUY | $8.46
20019 | TSLA | SELL | $9.38
20016 | TSLA | BUY | $10.09
20012 | TSLA | SELL | $10.03
20003 | TSLA | BUY | $10.75
19996 | TSLA | SELL | $11.64
19994 | TSLA | BUY | $11.89
19993 | TSLA | SELL | $11.68
