Simulated Trades
Date | Company | Action | Price
19992 | TSLA | BUY | $12.19
19979 | TSLA | SELL | $12.91
19978 | TSLA | BUY | $14.00
19963 | TSLA | SELL | $15.85
19960 | TSLA | BUY | $16.00
19958 | TSLA | SELL | $15.66
19937 | TSLA | BUY | $13.63
19933 | TSLA | SELL | $13.32
19931 | TSLA | BUY | $13.79
19921 | TSLA | SELL | $12.68
19917 | TSLA | BUY | $13.07
19909 | TSLA | SELL | $13.85
19898 | TSLA | BUY | $14.97
19879 | TSLA | SELL | $15.11
19875 | TSLA | BUY | $14.67
19866 | TSLA | SELL | $14.89
19857 | TSLA | BUY | $17.35
19853 | TSLA | SELL | $17.12
19850 | TSLA | BUY | $17.12
19835 | TSLA | SELL | $16.92
19832 | TSLA | BUY | $17.59
19831 | TSLA | SELL | $17.29
19811 | TSLA | BUY | $15.17
19805 | TSLA | SELL | $14.78
19804 | TSLA | BUY | $16.18
19788 | TSLA | SELL | $16.52
19784 | TSLA | BUY | $16.54
19782 | TSLA | SELL | $16.30
19768 | TSLA | BUY | $14.55
19761 | TSLA | SELL | $14.82
19747 | TSLA | BUY | $13.10
19742 | TSLA | SELL | $13.29
19741 | TSLA | BUY | $13.68
19740 | TSLA | SELL | $13.57
19730 | TSLA | BUY | $13.58
19725 | TSLA | SELL | $13.82
19708 | TSLA | BUY | $13.38
19703 | TSLA | SELL | $12.95
19691 | TSLA | BUY | $13.99
19687 | TSLA | SELL | $13.79
19685 | TSLA | BUY | $13.96
19678 | TSLA | SELL | $15.07
19669 | TSLA | BUY | $16.21
19664 | TSLA | SELL | $16.29
19662 | TSLA | BUY | $16.52
19637 | TSLA | SELL | $17.47
19636 | TSLA | BUY | $17.88
19628 | TSLA | SELL | $17.48
19627 | TSLA | BUY | $17.71
19626 | TSLA | SELL | $17.54
19625 | TSLA | BUY | $17.78
19622 | TSLA | SELL | $17.78
19617 | TSLA | BUY | $17.65
19605 | TSLA | SELL | $16.17
19603 | TSLA | BUY | $17.00
19600 | TSLA | SELL | $16.15
19595 | TSLA | BUY | $16.20
19578 | TSLA | SELL | $17.40
19576 | TSLA | BUY | $17.54
19575 | TSLA | SELL | $17.13
19560 | TSLA | BUY | $15.13
19558 | TSLA | SELL | $14.20
19554 | TSLA | BUY | $14.35
19553 | TSLA | SELL | $14.02
19552 | TSLA | BUY | $14.20
19551 | TSLA | SELL | $14.11
19539 | TSLA | BUY | $14.29
19534 | TSLA | SELL | $14.52
19532 | TSLA | BUY | $15.31
19520 | TSLA | SELL | $14.57
19518 | TSLA | BUY | $15.63
19514 | TSLA | SELL | $15.33
19510 | TSLA | BUY | $15.81
19500 | TSLA | SELL | $13.35
19494 | TSLA | BUY | $13.50
19493 | TSLA | SELL | $13.09
19474 | TSLA | BUY | $11.85
19452 | TSLA | SELL | $14.84
19449 | TSLA | BUY | $15.34
19448 | TSLA | SELL | $15.13
19447 | TSLA | BUY | $15.32
19434 | TSLA | SELL | $16.49
19431 | TSLA | BUY | $16.92
19428 | TSLA | SELL | $16.76
19412 | TSLA | BUY | $14.35
19396 | TSLA | SELL | $14.52
19391 | TSLA | BUY | $14.65
19389 | TSLA | SELL | $13.11
19385 | TSLA | BUY | $13.45
19369 | TSLA | SELL | $14.70
19367 | TSLA | BUY | $15.33
19352 | TSLA | SELL | $15.04
19348 | TSLA | BUY | $15.00
19347 | TSLA | SELL | $14.86
19346 | TSLA | BUY | $14.99
19345 | TSLA | SELL | $14.84
19329 | TSLA | BUY | $13.69
19322 | TSLA | SELL | $13.72
19307 | TSLA | BUY | $13.27
19299 | TSLA | SELL | $13.33
19285 | TSLA | BUY | $12.58
19283 | TSLA | SELL | $12.30
19282 | TSLA | BUY | $12.74
19278 | TSLA | SELL | $12.64
19268 | TSLA | BUY | $13.21
19257 | TSLA | SELL | $14.31
19247 | TSLA | BUY | $15.85
19237 | TSLA | SELL | $16.71
19227 | TSLA | BUY | $18.71
19224 | TSLA | SELL | $17.93
19222 | TSLA | BUY | $18.49
19221 | TSLA | SELL | $18.23
19207 | TSLA | BUY | $17.20
19202 | TSLA | SELL | $16.71
19199 | TSLA | BUY | $17.54
19181 | TSLA | SELL | $20.17
19180 | TSLA | BUY | $20.37
19176 | TSLA | SELL | $20.58
19175 | TSLA | BUY | $20.94
19162 | TSLA | SELL | $20.41
19157 | TSLA | BUY | $20.68
19140 | TSLA | SELL | $24.65
19138 | TSLA | BUY | $25.09
19135 | TSLA | SELL | $25.17
19119 | TSLA | BUY | $21.68
19113 | TSLA | SELL | $22.30
19101 | TSLA | BUY | $24.25
19098 | TSLA | SELL | $23.46
19094 | TSLA | BUY | $23.52
19091 | TSLA | SELL | $23.04
19089 | TSLA | BUY | $23.55
19076 | TSLA | SELL | $25.01
19058 | TSLA | BUY | $23.70
19054 | TSLA | SELL | $23.45
19046 | TSLA | BUY | $22.10
19037 | TSLA | SELL | $21.03
19033 | TSLA | BUY | $21.00
19032 | TSLA | SELL | $20.58
19031 | TSLA | BUY | $21.19
19030 | TSLA | SELL | $20.84
19029 | TSLA | BUY | $21.04
19026 | TSLA | SELL | $20.50
19016 | TSLA | BUY | $22.60
19012 | TSLA | SELL | $22.07
18995 | TSLA | BUY | $22.67
18989 | TSLA | SELL | $23.06
18986 | TSLA | BUY | $23.30
18975 | TSLA | SELL | $21.58
18972 | TSLA | BUY | $22.37
18965 | TSLA | SELL | $22.87
18934 | TSLA | BUY | $20.02
18929 | TSLA | SELL | $19.35
18925 | TSLA | BUY | $19.03
18912 | TSLA | SELL | $18.95
18908 | TSLA | BUY | $18.97
18907 | TSLA | SELL | $18.33
18903 | TSLA | BUY | $18.92
18888 | TSLA | SELL | $23.50
18887 | TSLA | BUY | $24.15
18886 | TSLA | SELL | $23.17
18882 | TSLA | BUY | $22.97
18871 | TSLA | SELL | $21.26
18868 | TSLA | BUY | $21.59
18866 | TSLA | SELL | $20.91
18863 | TSLA | BUY | $20.58
18861 | TSLA | SELL | $19.81
18850 | TSLA | BUY | $23.76
18846 | TSLA | SELL | $20.37
18843 | TSLA | BUY | $21.44
18840 | TSLA | SELL | $21.28
18824 | TSLA | BUY | $19.93
18817 | TSLA | SELL | $17.65
18800 | TSLA | BUY | $19.61
18780 | TSLA | SELL | $23.17
18777 | TSLA | BUY | $23.07
18763 | TSLA | SELL | $23.23
18757 | TSLA | BUY | $21.74
18741 | TSLA | SELL | $20.15
18737 | TSLA | BUY | $19.80
18723 | TSLA | SELL | $20.25
18722 | TSLA | BUY | $20.53
18721 | TSLA | SELL | $20.38
18717 | TSLA | BUY | $19.92
18705 | TSLA | SELL | $19.26
18699 | TSLA | BUY | $18.27
18698 | TSLA | SELL | $17.64
18695 | TSLA | BUY | $18.32
18682 | TSLA | SELL | $17.76
18679 | TSLA | BUY | $18.22
18678 | TSLA | SELL | $17.52
18641 | TSLA | BUY | $14.26
18636 | TSLA | SELL | $14.64
18634 | TSLA | BUY | $14.91
18633 | TSLA | SELL | $14.65
18631 | TSLA | BUY | $14.86
18612 | TSLA | SELL | $15.25
18609 | TSLA | BUY | $16.15
18599 | TSLA | SELL | $15.67
18595 | TSLA | BUY | $15.12
18593 | TSLA | SELL | $14.72
18587 | TSLA | BUY | $14.78
18572 | TSLA | SELL | $16.04
18568 | TSLA | BUY | $16.17
18552 | TSLA | SELL | $17.13
18548 | TSLA | BUY | $19.98
18544 | TSLA | SELL | $21.00
18534 | TSLA | BUY | $23.07
18529 | TSLA | SELL | $23.48
18528 | TSLA | BUY | $23.66
18527 | TSLA | SELL | $22.20
18513 | TSLA | BUY | $23.89
18503 | TSLA | SELL | $27.65
18494 | TSLA | BUY | $34.99
18490 | TSLA | SELL | $34.03
18489 | TSLA | BUY | $36.48
18485 | TSLA | SELL | $37.20
18484 | TSLA | BUY | $37.79
18466 | TSLA | SELL | $55.59
18447 | TSLA | BUY | $28.50
18441 | TSLA | SELL | $33.48
18440 | TSLA | BUY | $34.93
18426 | TSLA | SELL | $45.78
18423 | TSLA | BUY | $48.34
18400 | TSLA | SELL | $53.72
18399 | TSLA | BUY | $55.67
18383 | TSLA | SELL | $66.29
18382 | TSLA | BUY | $66.79
18381 | TSLA | SELL | $64.06
18378 | TSLA | BUY | $67.29
18365 | TSLA | SELL | $100.06
18364 | TSLA | BUY | $109.53
18361 | TSLA | SELL | $100.87
18359 | TSLA | BUY | $102.64
18358 | TSLA | SELL | $98.43
18357 | TSLA | BUY | $99.94
18355 | TSLA | SELL | $95.38
18346 | TSLA | BUY | $108.07
18325 | TSLA | SELL | $139.87
18321 | TSLA | BUY | $147.38
18319 | TSLA | SELL | $141.41
18315 | TSLA | BUY | $140.40
18301 | TSLA | SELL | $146.56
18294 | TSLA | BUY | $141.56
18293 | TSLA | SELL | $135.34
18281 | TSLA | BUY | $136.17
18256 | TSLA | SELL | $216.62
18253 | TSLA | BUY | $220.59
18231 | TSLA | SELL | $278.48
18200 | TSLA | BUY | $235.98
18199 | TSLA | SELL | $225.63
18198 | TSLA | BUY | $233.94
18197 | TSLA | SELL | $217.72
18189 | TSLA | BUY | $211.87
18176 | TSLA | SELL | $238.21
18174 | TSLA | BUY | $248.04
18173 | TSLA | SELL | $239.90
18172 | TSLA | BUY | $243.13
18170 | TSLA | SELL | $234.91
18167 | TSLA | BUY | $236.48
18158 | TSLA | SELL | $190.56
18153 | TSLA | BUY | $195.59
18137 | TSLA | SELL | $205.90
18134 | TSLA | BUY | $205.53
18125 | TSLA | SELL | $226.57
18112 | TSLA | BUY | $220.17
18110 | TSLA | SELL | $216.42
18108 | TSLA | BUY | $219.21
18107 | TSLA | SELL | $214.93
18105 | TSLA | BUY | $225.78
18092 | TSLA | SELL | $221.90
18089 | TSLA | BUY | $226.75
18085 | TSLA | SELL | $233.72
18084 | TSLA | BUY | $237.31
18069 | TSLA | SELL | $243.39
18067 | TSLA | BUY | $250.65
18061 | TSLA | SELL | $258.49
18052 | TSLA | BUY | $270.36
18029 | TSLA | SELL | $337.80
18027 | TSLA | BUY | $363.00
18023 | TSLA | SELL | $369.68
18020 | TSLA | BUY | $379.00
18010 | TSLA | SELL | $322.14
18004 | TSLA | BUY | $312.84
17998 | TSLA | SELL | $356.78
17977 | TSLA | BUY | $312.24
17967 | TSLA | SELL | $291.92
17966 | TSLA | BUY | $307.48
17964 | TSLA | SELL | $292.12
17958 | TSLA | BUY | $290.14
17948 | TSLA | SELL | $255.46
17946 | TSLA | BUY | $280.08
17926 | TSLA | SELL | $340.79
17923 | TSLA | BUY | $342.72
17922 | TSLA | SELL | $325.73
17921 | TSLA | BUY | $336.26
17919 | TSLA | SELL | $332.67
17896 | TSLA | BUY | $235.91
17885 | TSLA | SELL | $215.74
17880 | TSLA | BUY | $237.04
17875 | TSLA | SELL | $232.66
17865 | TSLA | BUY | $237.04
17856 | TSLA | SELL | $258.86
17855 | TSLA | BUY | $274.82
17839 | TSLA | SELL | $302.87
17835 | TSLA | BUY | $297.10
17833 | TSLA | SELL | $288.09
17822 | TSLA | BUY | $292.13
17816 | TSLA | SELL | $300.80
17811 | TSLA | BUY | $287.81
17810 | TSLA | SELL | $268.21
17796 | TSLA | BUY | $222.04
17795 | TSLA | SELL | $207.28
17792 | TSLA | BUY | $222.41
17778 | TSLA | SELL | $190.95
17771 | TSLA | BUY | $183.20
17758 | TSLA | SELL | $160.95
17747 | TSLA | BUY | $121.82
17712 | TSLA | SELL | $197.37
17708 | TSLA | BUY | $207.63
17698 | TSLA | SELL | $174.48
17693 | TSLA | BUY | $183.25
17689 | TSLA | SELL | $190.41
17686 | TSLA | BUY | $193.88
17676 | TSLA | SELL | $185.90
17665 | TSLA | BUY | $164.31
17647 | TSLA | SELL | $182.90
17646 | TSLA | BUY | $184.47
17629 | TSLA | SELL | $259.46
17628 | TSLA | BUY | $264.61
17627 | TSLA | SELL | $256.60
17624 | TSLA | BUY | $256.24
17615 | TSLA | SELL | $271.99
17619 | TSLA | BUY | $276.54
17635 | TSLA | SELL | $249.83
17659 | TSLA | BUY | $171.79
17660 | TSLA | SELL | $170.06
17677 | TSLA | BUY | $180.54
17699 | TSLA | SELL | $173.44
17702 | TSLA | BUY | $187.71
17721 | TSLA | SELL | $196.81
17759 | TSLA | BUY | $167.82
17780 | TSLA | SELL | $190.72
17782 | TSLA | BUY | $191.30
17802 | TSLA | SELL | $216.50
17803 | TSLA | BUY | $222.96
17826 | TSLA | SELL | $283.70
17843 | TSLA | BUY | $300.03
17846 | TSLA | SELL | $283.33
17849 | TSLA | BUY | $308.63
17852 | TSLA | SELL | $297.28
17887 | TSLA | BUY | $239.71
17891 | TSLA | SELL | $234.52
17892 | TSLA | BUY | $258.33
17906 | TSLA | SELL | $242.67
17908 | TSLA | BUY | $266.68
17934 | TSLA | SELL | $361.53
17954 | TSLA | BUY | $279.43
17974 | TSLA | SELL | $297.05
17976 | TSLA | BUY | $310.42
17992 | TSLA | SELL | $342.32
17993 | TSLA | BUY | $354.90
18011 | TSLA | SELL | $339.01
18017 | TSLA | BUY | $361.53
18030 | TSLA | SELL | $344.47
18031 | TSLA | BUY | $354.50
18032 | TSLA | SELL | $355.98
18034 | TSLA | BUY | $387.65
18038 | TSLA | SELL | $390.67
18100 | TSLA | BUY | $238.21
18118 | TSLA | SELL | $228.57
18123 | TSLA | BUY | $226.30
18138 | TSLA | SELL | $203.30
18145 | TSLA | BUY | $201.71
18159 | TSLA | SELL | $196.63
18160 | TSLA | BUY | $205.73
18182 | TSLA | SELL | $225.67
18185 | TSLA | BUY | $230.54
18187 | TSLA | SELL | $220.58
18201 | TSLA | BUY | $231.24
18203 | TSLA | SELL | $222.69
18208 | TSLA | BUY | $217.73
18229 | TSLA | SELL | $279.94
18244 | TSLA | BUY | $293.34
18245 | TSLA | SELL | $272.01
18265 | TSLA | BUY | $216.63
18267 | TSLA | SELL | $199.68
18286 | TSLA | BUY | $143.32
18288 | TSLA | SELL | $140.33
18305 | TSLA | BUY | $147.43
18308 | TSLA | SELL | $141.77
18310 | TSLA | BUY | $141.89
18311 | TSLA | SELL | $138.36
18312 | TSLA | BUY | $149.39
18326 | TSLA | SELL | $124.24
18330 | TSLA | BUY | $139.44
18347 | TSLA | SELL | $103.65
18351 | TSLA | BUY | $99.31
18371 | TSLA | SELL | $92.95
18398 | TSLA | BUY | $59.87
18411 | TSLA | SELL | $53.96
18453 | TSLA | BUY | $37.37
18476 | TSLA | SELL | $49.87
18479 | TSLA | BUY | $59.14
18495 | TSLA | SELL | $31.88
18521 | TSLA | BUY | $22.41
18537 | TSLA | SELL | $22.48
18564 | TSLA | BUY | $16.21
18580 | TSLA | SELL | $15.70
18600 | TSLA | BUY | $15.27
18604 | TSLA | SELL | $15.38
18606 | TSLA | BUY | $15.62
18624 | TSLA | SELL | $15.34
18627 | TSLA | BUY | $15.66
18628 | TSLA | SELL | $14.97
18664 | TSLA | BUY | $15.97
18670 | TSLA | SELL | $16.27
18683 | TSLA | BUY | $17.85
18689 | TSLA | SELL | $17.85
18690 | TSLA | BUY | $19.45
18706 | TSLA | SELL | $18.89
18707 | TSLA | BUY | $19.39
18708 | TSLA | SELL | $18.94
18712 | TSLA | BUY | $19.02
18731 | TSLA | SELL | $20.86
18746 | TSLA | BUY | $23.15
18749 | TSLA | SELL | $22.36
18766 | TSLA | BUY | $24.44
18770 | TSLA | SELL | $24.20
18788 | TSLA | BUY | $23.43
18790 | TSLA | SELL | $22.74
18792 | TSLA | BUY | $23.09
18807 | TSLA | SELL | $17.25
18812 | TSLA | BUY | $17.46
18829 | TSLA | SELL | $19.37
18833 | TSLA | BUY | $18.73
18855 | TSLA | SELL | $22.80
18874 | TSLA | BUY | $21.50
18876 | TSLA | SELL | $20.59
18879 | TSLA | BUY | $22.34
18895 | TSLA | SELL | $21.18
18914 | TSLA | BUY | $20.07
18918 | TSLA | SELL | $20.18
18921 | TSLA | BUY | $20.08
18935 | TSLA | SELL | $19.61
18936 | TSLA | BUY | $20.06
18938 | TSLA | SELL | $19.31
18939 | TSLA | BUY | $19.95
18941 | TSLA | SELL | $19.13
18957 | TSLA | BUY | $23.03
18961 | TSLA | SELL | $21.88
18962 | TSLA | BUY | $22.22
18964 | TSLA | SELL | $22.06
18979 | TSLA | BUY | $23.00
18996 | TSLA | SELL | $22.41
19000 | TSLA | BUY | $22.43
19001 | TSLA | SELL | $21.11
19017 | TSLA | BUY | $22.74
19019 | TSLA | SELL | $21.01
19041 | TSLA | BUY | $20.40
19042 | TSLA | SELL | $20.19
19043 | TSLA | BUY | $20.41
19044 | TSLA | SELL | $19.95
19045 | TSLA | BUY | $21.41
19062 | TSLA | SELL | $22.86
19063 | TSLA | BUY | $23.79
19066 | TSLA | SELL | $23.21
19081 | TSLA | BUY | $24.18
19083 | TSLA | SELL | $22.89
19087 | TSLA | BUY | $23.69
19106 | TSLA | SELL | $23.68
19129 | TSLA | BUY | $21.81
19148 | TSLA | SELL | $23.98
19172 | TSLA | BUY | $20.73
19186 | TSLA | SELL | $19.79
19188 | TSLA | BUY | $20.83
19189 | TSLA | SELL | $20.17
19192 | TSLA | BUY | $20.25
19193 | TSLA | SELL | $19.90
19213 | TSLA | BUY | $16.75
19216 | TSLA | SELL | $16.67
19228 | TSLA | BUY | $17.95
19231 | TSLA | SELL | $17.17
19289 | TSLA | BUY | $12.57
19294 | TSLA | SELL | $12.70
19297 | TSLA | BUY | $12.72
19314 | TSLA | SELL | $13.11
19315 | TSLA | BUY | $13.40
19333 | TSLA | SELL | $13.22
19336 | TSLA | BUY | $13.45
19338 | TSLA | SELL | $13.19
19339 | TSLA | BUY | $13.38
19357 | TSLA | SELL | $15.08
19358 | TSLA | BUY | $15.34
19360 | TSLA | SELL | $15.05
19362 | TSLA | BUY | $15.33
19376 | TSLA | SELL | $14.98
19382 | TSLA | BUY | $14.43
19401 | TSLA | SELL | $14.71
19421 | TSLA | BUY | $14.33
19444 | TSLA | SELL | $17.03
19484 | TSLA | BUY | $10.84
19521 | TSLA | SELL | $14.47
19522 | TSLA | BUY | $15.14
19541 | TSLA | SELL | $14.20
19544 | TSLA | BUY | $15.02
19548 | TSLA | SELL | $13.89
19565 | TSLA | BUY | $14.71
19571 | TSLA | SELL | $15.99
19585 | TSLA | BUY | $16.68
19589 | TSLA | SELL | $16.13
19591 | TSLA | BUY | $16.51
19592 | TSLA | SELL | $15.91
19608 | TSLA | BUY | $16.08
19629 | TSLA | SELL | $17.28
19632 | TSLA | BUY | $17.86
19635 | TSLA | SELL | $17.94
19651 | TSLA | BUY | $17.07
19653 | TSLA | SELL | $16.61
19657 | TSLA | BUY | $16.63
19670 | TSLA | SELL | $16.32
19713 | TSLA | BUY | $12.92
19714 | TSLA | SELL | $12.69
19715 | TSLA | BUY | $12.73
19720 | TSLA | SELL | $13.15
19731 | TSLA | BUY | $13.53
19738 | TSLA | SELL | $14.56
19755 | TSLA | BUY | $14.04
19772 | TSLA | SELL | $13.80
19775 | TSLA | BUY | $14.46
19796 | TSLA | SELL | $16.01
19799 | TSLA | BUY | $15.93
19816 | TSLA | SELL | $15.79
19817 | TSLA | BUY | $17.13
19821 | TSLA | SELL | $17.01
19836 | TSLA | BUY | $18.61
19841 | TSLA | SELL | $18.49
19842 | TSLA | BUY | $19.07
19858 | TSLA | SELL | $17.33
19884 | TSLA | BUY | $14.84
19900 | TSLA | SELL | $13.57
19904 | TSLA | BUY | $13.88
19906 | TSLA | SELL | $13.60
19925 | TSLA | BUY | $13.42
19929 | TSLA | SELL | $13.85
19944 | TSLA | BUY | $14.46
19946 | TSLA | SELL | $13.83
19947 | TSLA | BUY | $14.15
19950 | TSLA | SELL | $14.46
19964 | TSLA | BUY | $16.10
19971 | TSLA | SELL | $16.70
20010 | TSLA | BUY | $9.97
20024 | TSLA | SELL | $9.83
20029 | TSLA | BUY | $9.37
20030 | TSLA | SELL | $9.26
20031 | TSLA | BUY | $9.65
20032 | TSLA | SELL | $8.28
20045 | TSLA | BUY | $9.19
20068 | TSLA | SELL | $11.53
20070 | TSLA | BUY | $11.65
20073 | TSLA | SELL | $11.55
20074 | TSLA | BUY | $12.06
20088 | TSLA | SELL | $11.00
20092 | TSLA | BUY | $11.13
20110 | TSLA | SELL | $9.83

Final Portfolio Status
Cash remaining: $10114.17
Stocks:
AAPL: 0 shares
AMD: 3 shares
AMZN: 1 shares
CSCO: 0 shares
META: 1 shares
MSFT: 0 shares
NFLX: 0 shares
QCOM: 1 shares
SBUX: 1 shares
TSLA: 0 shares
